REF_DATE,GEO,DGUID,Capital investment and capital sales,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2001,Canada,2011A000011124,Number of farms,Number,223,units ,0,v42198131,1.1,156645,A,,,0
2001,Canada,2011A000011124,Total capital investments,Dollars,81,units ,0,v42198132,1.2,52651,A,,,0
2001,Canada,2011A000011124,"Land and buildings, investment",Dollars,81,units ,0,v42198133,1.3,8379,B,,,0
2001,Canada,2011A000011124,"Land improvements, investment",Dollars,81,units ,0,v42198134,1.4,1510,B,,,0
2001,Canada,2011A000011124,"House construction, investment",Dollars,81,units ,0,v42198135,1.5,1965,B,,,0
2001,Canada,2011A000011124,"Manure storage construction, investment",Dollars,81,units ,0,v42198136,1.6,732,D,,,0
2001,Canada,2011A000011124,"Pesticide, chemical and fuel storage construction, investment",Dollars,81,units ,0,v42198137,1.7,153,D,,,0
2001,Canada,2011A000011124,"Other building construction, investment",Dollars,81,units ,0,v42198138,1.8,7106,B,,,0
2001,Canada,2011A000011124,"Environmental protection improvements, investment",Dollars,81,units ,0,v42198139,1.9,206,D,,,0
2001,Canada,2011A000011124,"Breeding and replacement livestock, investment",Dollars,81,units ,0,v42198140,1.1,3674,B,,,0
2001,Canada,2011A000011124,"Quota, investment",Dollars,81,units ,0,v42198141,1.11,4100,C,,,0
2001,Canada,2011A000011124,"Farm machinery and equipment, investment",Dollars,81,units ,0,v42198142,1.12,22873,A,,,0
2001,Canada,2011A000011124,"Other farm assets, investment",Dollars,81,units ,0,v42198143,1.13,1952,B,,,0
2001,Canada,2011A000011124,Total capital sales,Dollars,81,units ,0,v42198144,1.14,16315,B,,,0
2001,Canada,2011A000011124,"Land and buildings, sales",Dollars,81,units ,0,v42198145,1.15,3009,C,,,0
2001,Canada,2011A000011124,"Farm machinery and equipment, traded in or sold",Dollars,81,units ,0,v65212030,1.22,6106,B,,,0
2001,Canada,2011A000011124,"Machinery and equipment traded in, sales",Dollars,81,units ,0,v42198146,1.16,4971,B,,t,0
2001,Canada,2011A000011124,"Machinery and equipment sold outright, sales",Dollars,81,units ,0,v42198147,1.17,1135,B,,t,0
2001,Canada,2011A000011124,"Quota, sales",Dollars,81,units ,0,v42198148,1.18,3161,C,,,0
2001,Canada,2011A000011124,"Breeding and replacement livestock, sales",Dollars,81,units ,0,v42198149,1.19,3646,C,,,0
2001,Canada,2011A000011124,"Other farm assets, sales",Dollars,81,units ,0,v42198150,1.2,394,D,,,0
2001,Canada,2011A000011124,Net capital investments,Dollars,81,units ,0,v42198151,1.21,36335,A,,,0
2001,Atlantic provinces,2011A00011,Number of farms,Number,223,units ,0,v42198152,2.1,4650,A,,,0
2001,Atlantic provinces,2011A00011,Total capital investments,Dollars,81,units ,0,v42198153,2.2,52739,A,,,0
2001,Atlantic provinces,2011A00011,"Land and buildings, investment",Dollars,81,units ,0,v42198154,2.3,5665,C,,,0
2001,Atlantic provinces,2011A00011,"Land improvements, investment",Dollars,81,units ,0,v42198155,2.4,2110,B,,,0
2001,Atlantic provinces,2011A00011,"House construction, investment",Dollars,81,units ,0,v42198156,2.5,911,D,,,0
2001,Atlantic provinces,2011A00011,"Manure storage construction, investment",Dollars,81,units ,0,v42198157,2.6,1490,C,,,0
2001,Atlantic provinces,2011A00011,"Pesticide, chemical and fuel storage construction, investment",Dollars,81,units ,0,v42198158,2.7,219,E,,,0
2001,Atlantic provinces,2011A00011,"Other building construction, investment",Dollars,81,units ,0,v42198159,2.8,10414,B,,,0
2001,Atlantic provinces,2011A00011,"Environmental protection improvements, investment",Dollars,81,units ,0,v42198160,2.9,281,C,,,0
2001,Atlantic provinces,2011A00011,"Breeding and replacement livestock, investment",Dollars,81,units ,0,v42198161,2.1,2067,B,,,0
2001,Atlantic provinces,2011A00011,"Quota, investment",Dollars,81,units ,0,v42198162,2.11,6283,C,,,0
2001,Atlantic provinces,2011A00011,"Farm machinery and equipment, investment",Dollars,81,units ,0,v42198163,2.12,21828,A,,,0
2001,Atlantic provinces,2011A00011,"Other farm assets, investment",Dollars,81,units ,0,v42198164,2.13,1470,D,,,0
2001,Atlantic provinces,2011A00011,Total capital sales,Dollars,81,units ,0,v42198165,2.14,14963,B,,,0
2001,Atlantic provinces,2011A00011,"Land and buildings, sales",Dollars,81,units ,0,v42198166,2.15,2296,D,,,0
2001,Atlantic provinces,2011A00011,"Farm machinery and equipment, traded in or sold",Dollars,81,units ,0,v65212031,2.22,5537,B,,,0
2001,Atlantic provinces,2011A00011,"Machinery and equipment traded in, sales",Dollars,81,units ,0,v42198167,2.16,4409,B,,t,0
2001,Atlantic provinces,2011A00011,"Machinery and equipment sold outright, sales",Dollars,81,units ,0,v42198168,2.17,1128,D,,t,0
2001,Atlantic provinces,2011A00011,"Quota, sales",Dollars,81,units ,0,v42198169,2.18,3911,D,,,0
2001,Atlantic provinces,2011A00011,"Breeding and replacement livestock, sales",Dollars,81,units ,0,v42198170,2.19,2940,D,,,0
2001,Atlantic provinces,2011A00011,"Other farm assets, sales",Dollars,81,units ,0,v42198171,2.2,279,D,,,0
2001,Atlantic provinces,2011A00011,Net capital investments,Dollars,81,units ,0,v42198172,2.21,37775,B,,,0
2001,Quebec,2011A000224,Number of farms,Number,223,units ,0,v42198173,3.1,22710,A,,,0
2001,Quebec,2011A000224,Total capital investments,Dollars,81,units ,0,v42198174,3.2,57722,B,,,0
2001,Quebec,2011A000224,"Land and buildings, investment",Dollars,81,units ,0,v42198175,3.3,8904,D,,,0
2001,Quebec,2011A000224,"Land improvements, investment",Dollars,81,units ,0,v42198176,3.4,2608,C,,,0
2001,Quebec,2011A000224,"House construction, investment",Dollars,81,units ,0,v42198177,3.5,1892,D,,,0
2001,Quebec,2011A000224,"Manure storage construction, investment",Dollars,81,units ,0,v42198178,3.6,3391,D,,,0
2001,Quebec,2011A000224,"Pesticide, chemical and fuel storage construction, investment",Dollars,81,units ,0,v42198179,3.7,,F,,,0
2001,Quebec,2011A000224,"Other building construction, investment",Dollars,81,units ,0,v42198180,3.8,7051,D,,,0
2001,Quebec,2011A000224,"Environmental protection improvements, investment",Dollars,81,units ,0,v42198181,3.9,,F,,,0
2001,Quebec,2011A000224,"Breeding and replacement livestock, investment",Dollars,81,units ,0,v42198182,3.1,2956,D,,,0
2001,Quebec,2011A000224,"Quota, investment",Dollars,81,units ,0,v42198183,3.11,11903,D,,,0
2001,Quebec,2011A000224,"Farm machinery and equipment, investment",Dollars,81,units ,0,v42198184,3.12,17745,B,,,0
2001,Quebec,2011A000224,"Other farm assets, investment",Dollars,81,units ,0,v42198185,3.13,517,E,,,0
2001,Quebec,2011A000224,Total capital sales,Dollars,81,units ,0,v42198186,3.14,10422,C,,,0
2001,Quebec,2011A000224,"Land and buildings, sales",Dollars,81,units ,0,v42198187,3.15,,F,,,0
2001,Quebec,2011A000224,"Farm machinery and equipment, traded in or sold",Dollars,81,units ,0,v65212032,3.22,3901,C,,,0
2001,Quebec,2011A000224,"Machinery and equipment traded in, sales",Dollars,81,units ,0,v42198188,3.16,3145,C,,t,0
2001,Quebec,2011A000224,"Machinery and equipment sold outright, sales",Dollars,81,units ,0,v42198189,3.17,756,D,,t,0
2001,Quebec,2011A000224,"Quota, sales",Dollars,81,units ,0,v42198190,3.18,,F,,,0
2001,Quebec,2011A000224,"Breeding and replacement livestock, sales",Dollars,81,units ,0,v42198191,3.19,1926,E,,,0
2001,Quebec,2011A000224,"Other farm assets, sales",Dollars,81,units ,0,v42198192,3.2,,F,,,0
2001,Quebec,2011A000224,Net capital investments,Dollars,81,units ,0,v42198193,3.21,47299,B,,,0
2001,Ontario,2011A000235,Number of farms,Number,223,units ,0,v42198194,4.1,35905,A,,,0
2001,Ontario,2011A000235,Total capital investments,Dollars,81,units ,0,v42198195,4.2,55137,B,,,0
2001,Ontario,2011A000235,"Land and buildings, investment",Dollars,81,units ,0,v42198196,4.3,7648,C,,,0
2001,Ontario,2011A000235,"Land improvements, investment",Dollars,81,units ,0,v42198197,4.4,1980,C,,,0
2001,Ontario,2011A000235,"House construction, investment",Dollars,81,units ,0,v42198198,4.5,1890,C,,,0
2001,Ontario,2011A000235,"Manure storage construction, investment",Dollars,81,units ,0,v42198199,4.6,387,D,,,0
2001,Ontario,2011A000235,"Pesticide, chemical and fuel storage construction, investment",Dollars,81,units ,0,v42198200,4.7,,F,,,0
2001,Ontario,2011A000235,"Other building construction, investment",Dollars,81,units ,0,v42198201,4.8,10291,C,,,0
2001,Ontario,2011A000235,"Environmental protection improvements, investment",Dollars,81,units ,0,v42198202,4.9,182,C,,,0
2001,Ontario,2011A000235,"Breeding and replacement livestock, investment",Dollars,81,units ,0,v42198203,4.1,2869,D,,,0
2001,Ontario,2011A000235,"Quota, investment",Dollars,81,units ,0,v42198204,4.11,7054,D,,,0
2001,Ontario,2011A000235,"Farm machinery and equipment, investment",Dollars,81,units ,0,v42198205,4.12,19666,A,,,0
2001,Ontario,2011A000235,"Other farm assets, investment",Dollars,81,units ,0,v42198206,4.13,2898,D,,,0
2001,Ontario,2011A000235,Total capital sales,Dollars,81,units ,0,v42198207,4.14,20990,C,,,0
2001,Ontario,2011A000235,"Land and buildings, sales",Dollars,81,units ,0,v42198208,4.15,2833,D,,,0
2001,Ontario,2011A000235,"Farm machinery and equipment, traded in or sold",Dollars,81,units ,0,v65212033,4.22,4474,B,,,0
2001,Ontario,2011A000235,"Machinery and equipment traded in, sales",Dollars,81,units ,0,v42198209,4.16,3597,B,,t,0
2001,Ontario,2011A000235,"Machinery and equipment sold outright, sales",Dollars,81,units ,0,v42198210,4.17,877,C,,t,0
2001,Ontario,2011A000235,"Quota, sales",Dollars,81,units ,0,v42198211,4.18,8344,D,,,0
2001,Ontario,2011A000235,"Breeding and replacement livestock, sales",Dollars,81,units ,0,v42198212,4.19,5054,E,,,0
2001,Ontario,2011A000235,"Other farm assets, sales",Dollars,81,units ,0,v42198213,4.2,,F,,,0
2001,Ontario,2011A000235,Net capital investments,Dollars,81,units ,0,v42198214,4.21,34147,B,,,0
2001,Manitoba,2011A000246,Number of farms,Number,223,units ,0,v42198215,5.1,14530,A,,,0
2001,Manitoba,2011A000246,Total capital investments,Dollars,81,units ,0,v42198216,5.2,50412,B,,,0
2001,Manitoba,2011A000246,"Land and buildings, investment",Dollars,81,units ,0,v42198217,5.3,7919,D,,,0
2001,Manitoba,2011A000246,"Land improvements, investment",Dollars,81,units ,0,v42198218,5.4,626,C,,,0
2001,Manitoba,2011A000246,"House construction, investment",Dollars,81,units ,0,v42198219,5.5,2314,D,,,0
2001,Manitoba,2011A000246,"Manure storage construction, investment",Dollars,81,units ,0,v42198220,5.6,252,E,,,0
2001,Manitoba,2011A000246,"Pesticide, chemical and fuel storage construction, investment",Dollars,81,units ,0,v42198221,5.7,,F,,,0
2001,Manitoba,2011A000246,"Other building construction, investment",Dollars,81,units ,0,v42198222,5.8,6816,D,,,0
2001,Manitoba,2011A000246,"Environmental protection improvements, investment",Dollars,81,units ,0,v42198223,5.9,95,D,,,0
2001,Manitoba,2011A000246,"Breeding and replacement livestock, investment",Dollars,81,units ,0,v42198224,5.1,4231,D,,,0
2001,Manitoba,2011A000246,"Quota, investment",Dollars,81,units ,0,v42198225,5.11,1421,D,,,0
2001,Manitoba,2011A000246,"Farm machinery and equipment, investment",Dollars,81,units ,0,v42198226,5.12,25133,B,,,0
2001,Manitoba,2011A000246,"Other farm assets, investment",Dollars,81,units ,0,v42198227,5.13,1486,D,,,0
2001,Manitoba,2011A000246,Total capital sales,Dollars,81,units ,0,v42198228,5.14,14867,B,,,0
2001,Manitoba,2011A000246,"Land and buildings, sales",Dollars,81,units ,0,v42198229,5.15,1982,D,,,0
2001,Manitoba,2011A000246,"Farm machinery and equipment, traded in or sold",Dollars,81,units ,0,v65212034,5.22,7919,B,,,0
2001,Manitoba,2011A000246,"Machinery and equipment traded in, sales",Dollars,81,units ,0,v42198230,5.16,6564,B,,t,0
2001,Manitoba,2011A000246,"Machinery and equipment sold outright, sales",Dollars,81,units ,0,v42198231,5.17,1356,C,,t,0
2001,Manitoba,2011A000246,"Quota, sales",Dollars,81,units ,0,v42198232,5.18,,F,,,0
2001,Manitoba,2011A000246,"Breeding and replacement livestock, sales",Dollars,81,units ,0,v42198233,5.19,3747,E,,,0
2001,Manitoba,2011A000246,"Other farm assets, sales",Dollars,81,units ,0,v42198234,5.2,,F,,,0
2001,Manitoba,2011A000246,Net capital investments,Dollars,81,units ,0,v42198235,5.21,35545,B,,,0
2001,Saskatchewan,2011A000247,Number of farms,Number,223,units ,0,v42198236,6.1,37030,A,,,0
2001,Saskatchewan,2011A000247,Total capital investments,Dollars,81,units ,0,v42198237,6.2,47957,C,,,0
2001,Saskatchewan,2011A000247,"Land and buildings, investment",Dollars,81,units ,0,v42198238,6.3,7489,D,,,0
2001,Saskatchewan,2011A000247,"Land improvements, investment",Dollars,81,units ,0,v42198239,6.4,449,D,,,0
2001,Saskatchewan,2011A000247,"House construction, investment",Dollars,81,units ,0,v42198240,6.5,1404,E,,,0
2001,Saskatchewan,2011A000247,"Manure storage construction, investment",Dollars,81,units ,0,v42198241,6.6,,F,,,0
2001,Saskatchewan,2011A000247,"Pesticide, chemical and fuel storage construction, investment",Dollars,81,units ,0,v42198242,6.7,,F,,,0
2001,Saskatchewan,2011A000247,"Other building construction, investment",Dollars,81,units ,0,v42198243,6.8,,F,,,0
2001,Saskatchewan,2011A000247,"Environmental protection improvements, investment",Dollars,81,units ,0,v42198244,6.9,66,E,,,0
2001,Saskatchewan,2011A000247,"Breeding and replacement livestock, investment",Dollars,81,units ,0,v42198245,6.1,3292,C,,,0
2001,Saskatchewan,2011A000247,"Quota, investment",Dollars,81,units ,0,v42198246,6.11,,F,,,0
2001,Saskatchewan,2011A000247,"Farm machinery and equipment, investment",Dollars,81,units ,0,v42198247,6.12,27281,B,,,0
2001,Saskatchewan,2011A000247,"Other farm assets, investment",Dollars,81,units ,0,v42198248,6.13,1756,D,,,0
2001,Saskatchewan,2011A000247,Total capital sales,Dollars,81,units ,0,v42198249,6.14,14284,C,,,0
2001,Saskatchewan,2011A000247,"Land and buildings, sales",Dollars,81,units ,0,v42198250,6.15,,F,,,0
2001,Saskatchewan,2011A000247,"Farm machinery and equipment, traded in or sold",Dollars,81,units ,0,v65212035,6.22,8454,D,,,0
2001,Saskatchewan,2011A000247,"Machinery and equipment traded in, sales",Dollars,81,units ,0,v42198251,6.16,7187,D,,t,0
2001,Saskatchewan,2011A000247,"Machinery and equipment sold outright, sales",Dollars,81,units ,0,v42198252,6.17,1267,D,,t,0
2001,Saskatchewan,2011A000247,"Quota, sales",Dollars,81,units ,0,v42198253,6.18,,F,,,0
2001,Saskatchewan,2011A000247,"Breeding and replacement livestock, sales",Dollars,81,units ,0,v42198254,6.19,2225,D,,,0
2001,Saskatchewan,2011A000247,"Other farm assets, sales",Dollars,81,units ,0,v42198255,6.2,,F,,,0
2001,Saskatchewan,2011A000247,Net capital investments,Dollars,81,units ,0,v42198256,6.21,33674,C,,,0
2001,Alberta,2011A000248,Number of farms,Number,223,units ,0,v42198257,7.1,35100,A,,,0
2001,Alberta,2011A000248,Total capital investments,Dollars,81,units ,0,v42198258,7.2,54641,A,,,0
2001,Alberta,2011A000248,"Land and buildings, investment",Dollars,81,units ,0,v42198259,7.3,11175,D,,,0
2001,Alberta,2011A000248,"Land improvements, investment",Dollars,81,units ,0,v42198260,7.4,1616,C,,,0
2001,Alberta,2011A000248,"House construction, investment",Dollars,81,units ,0,v42198261,7.5,2630,C,,,0
2001,Alberta,2011A000248,"Manure storage construction, investment",Dollars,81,units ,0,v42198262,7.6,174,E,,,0
2001,Alberta,2011A000248,"Pesticide, chemical and fuel storage construction, investment",Dollars,81,units ,0,v42198263,7.7,40,E,,,0
2001,Alberta,2011A000248,"Other building construction, investment",Dollars,81,units ,0,v42198264,7.8,4600,D,,,0
2001,Alberta,2011A000248,"Environmental protection improvements, investment",Dollars,81,units ,0,v42198265,7.9,177,D,,,0
2001,Alberta,2011A000248,"Breeding and replacement livestock, investment",Dollars,81,units ,0,v42198266,7.1,5511,B,,,0
2001,Alberta,2011A000248,"Quota, investment",Dollars,81,units ,0,v42198267,7.11,940,D,,,0
2001,Alberta,2011A000248,"Farm machinery and equipment, investment",Dollars,81,units ,0,v42198268,7.12,25345,B,,,0
2001,Alberta,2011A000248,"Other farm assets, investment",Dollars,81,units ,0,v42198269,7.13,2433,D,,,0
2001,Alberta,2011A000248,Total capital sales,Dollars,81,units ,0,v42198270,7.14,19432,B,,,0
2001,Alberta,2011A000248,"Land and buildings, sales",Dollars,81,units ,0,v42198271,7.15,5692,E,,,0
2001,Alberta,2011A000248,"Farm machinery and equipment, traded in or sold",Dollars,81,units ,0,v65212036,7.22,6724,B,,,0
2001,Alberta,2011A000248,"Machinery and equipment traded in, sales",Dollars,81,units ,0,v42198272,7.16,5245,B,,t,0
2001,Alberta,2011A000248,"Machinery and equipment sold outright, sales",Dollars,81,units ,0,v42198273,7.17,1479,C,,t,0
2001,Alberta,2011A000248,"Quota, sales",Dollars,81,units ,0,v42198274,7.18,1130,E,,,0
2001,Alberta,2011A000248,"Breeding and replacement livestock, sales",Dollars,81,units ,0,v42198275,7.19,5115,C,,,0
2001,Alberta,2011A000248,"Other farm assets, sales",Dollars,81,units ,0,v42198276,7.2,772,E,,,0
2001,Alberta,2011A000248,Net capital investments,Dollars,81,units ,0,v42198277,7.21,35209,B,,,0
2001,British Columbia,2011A000259,Number of farms,Number,223,units ,0,v42198278,8.1,6710,A,,,0
2001,British Columbia,2011A000259,Total capital investments,Dollars,81,units ,0,v42198279,8.2,42479,A,,,0
2001,British Columbia,2011A000259,"Land and buildings, investment",Dollars,81,units ,0,v42198280,8.3,3673,D,,,0
2001,British Columbia,2011A000259,"Land improvements, investment",Dollars,81,units ,0,v42198281,8.4,2086,B,,,0
2001,British Columbia,2011A000259,"House construction, investment",Dollars,81,units ,0,v42198282,8.5,2214,D,,,0
2001,British Columbia,2011A000259,"Manure storage construction, investment",Dollars,81,units ,0,v42198283,8.6,345,D,,,0
2001,British Columbia,2011A000259,"Pesticide, chemical and fuel storage construction, investment",Dollars,81,units ,0,v42198284,8.7,,F,,,0
2001,British Columbia,2011A000259,"Other building construction, investment",Dollars,81,units ,0,v42198285,8.8,9321,C,,,0
2001,British Columbia,2011A000259,"Environmental protection improvements, investment",Dollars,81,units ,0,v42198286,8.9,251,D,,,0
2001,British Columbia,2011A000259,"Breeding and replacement livestock, investment",Dollars,81,units ,0,v42198287,8.1,2806,C,,,0
2001,British Columbia,2011A000259,"Quota, investment",Dollars,81,units ,0,v42198288,8.11,3859,D,,,0
2001,British Columbia,2011A000259,"Farm machinery and equipment, investment",Dollars,81,units ,0,v42198289,8.12,15973,A,,,0
2001,British Columbia,2011A000259,"Other farm assets, investment",Dollars,81,units ,0,v42198290,8.13,1663,D,,,0
2001,British Columbia,2011A000259,Total capital sales,Dollars,81,units ,0,v42198291,8.14,10238,C,,,0
2001,British Columbia,2011A000259,"Land and buildings, sales",Dollars,81,units ,0,v42198292,8.15,2221,D,,,0
2001,British Columbia,2011A000259,"Farm machinery and equipment, traded in or sold",Dollars,81,units ,0,v65212037,8.22,2587,B,,,0
2001,British Columbia,2011A000259,"Machinery and equipment traded in, sales",Dollars,81,units ,0,v42198293,8.16,1790,B,,t,0
2001,British Columbia,2011A000259,"Machinery and equipment sold outright, sales",Dollars,81,units ,0,v42198294,8.17,797,D,,t,0
2001,British Columbia,2011A000259,"Quota, sales",Dollars,81,units ,0,v42198295,8.18,2825,E,,,0
2001,British Columbia,2011A000259,"Breeding and replacement livestock, sales",Dollars,81,units ,0,v42198296,8.19,2357,D,,,0
2001,British Columbia,2011A000259,"Other farm assets, sales",Dollars,81,units ,0,v42198297,8.2,248,E,,,0
2001,British Columbia,2011A000259,Net capital investments,Dollars,81,units ,0,v42198298,8.21,32241,B,,,0
2002,Canada,2011A000011124,Number of farms,Number,223,units ,0,v42198131,1.1,164975,A,,,0
2002,Canada,2011A000011124,Total capital investments,Dollars,81,units ,0,v42198132,1.2,54747,A,,,0
2002,Canada,2011A000011124,"Land and buildings, investment",Dollars,81,units ,0,v42198133,1.3,9410,B,,,0
2002,Canada,2011A000011124,"Land improvements, investment",Dollars,81,units ,0,v42198134,1.4,1740,B,,,0
2002,Canada,2011A000011124,"House construction, investment",Dollars,81,units ,0,v42198135,1.5,2657,B,,,0
2002,Canada,2011A000011124,"Manure storage construction, investment",Dollars,81,units ,0,v42198136,1.6,993,D,,,0
2002,Canada,2011A000011124,"Pesticide, chemical and fuel storage construction, investment",Dollars,81,units ,0,v42198137,1.7,101,D,,,0
2002,Canada,2011A000011124,"Other building construction, investment",Dollars,81,units ,0,v42198138,1.8,6491,B,,,0
2002,Canada,2011A000011124,"Environmental protection improvements, investment",Dollars,81,units ,0,v42198139,1.9,169,B,,,0
2002,Canada,2011A000011124,"Breeding and replacement livestock, investment",Dollars,81,units ,0,v42198140,1.1,2713,A,,,0
2002,Canada,2011A000011124,"Quota, investment",Dollars,81,units ,0,v42198141,1.11,5071,B,,,0
2002,Canada,2011A000011124,"Farm machinery and equipment, investment",Dollars,81,units ,0,v42198142,1.12,23152,A,,,0
2002,Canada,2011A000011124,"Other farm assets, investment",Dollars,81,units ,0,v42198143,1.13,2251,D,,,0
2002,Canada,2011A000011124,Total capital sales,Dollars,81,units ,0,v42198144,1.14,16943,B,,,0
2002,Canada,2011A000011124,"Land and buildings, sales",Dollars,81,units ,0,v42198145,1.15,3716,C,,,0
2002,Canada,2011A000011124,"Farm machinery and equipment, traded in or sold",Dollars,81,units ,0,v65212030,1.22,5909,A,,,0
2002,Canada,2011A000011124,"Machinery and equipment traded in, sales",Dollars,81,units ,0,v42198146,1.16,4586,A,,t,0
2002,Canada,2011A000011124,"Machinery and equipment sold outright, sales",Dollars,81,units ,0,v42198147,1.17,1324,B,,t,0
2002,Canada,2011A000011124,"Quota, sales",Dollars,81,units ,0,v42198148,1.18,3577,D,,,0
2002,Canada,2011A000011124,"Breeding and replacement livestock, sales",Dollars,81,units ,0,v42198149,1.19,3301,B,,,0
2002,Canada,2011A000011124,"Other farm assets, sales",Dollars,81,units ,0,v42198150,1.2,440,D,,,0
2002,Canada,2011A000011124,Net capital investments,Dollars,81,units ,0,v42198151,1.21,37804,A,,,0
2002,Atlantic provinces,2011A00011,Number of farms,Number,223,units ,0,v42198152,2.1,5335,A,,,0
2002,Atlantic provinces,2011A00011,Total capital investments,Dollars,81,units ,0,v42198153,2.2,51346,A,,,0
2002,Atlantic provinces,2011A00011,"Land and buildings, investment",Dollars,81,units ,0,v42198154,2.3,6549,C,,,0
2002,Atlantic provinces,2011A00011,"Land improvements, investment",Dollars,81,units ,0,v42198155,2.4,2010,B,,,0
2002,Atlantic provinces,2011A00011,"House construction, investment",Dollars,81,units ,0,v42198156,2.5,1854,D,,,0
2002,Atlantic provinces,2011A00011,"Manure storage construction, investment",Dollars,81,units ,0,v42198157,2.6,886,D,,,0
2002,Atlantic provinces,2011A00011,"Pesticide, chemical and fuel storage construction, investment",Dollars,81,units ,0,v42198158,2.7,81,D,,,0
2002,Atlantic provinces,2011A00011,"Other building construction, investment",Dollars,81,units ,0,v42198159,2.8,7320,B,,,0
2002,Atlantic provinces,2011A00011,"Environmental protection improvements, investment",Dollars,81,units ,0,v42198160,2.9,470,C,,,0
2002,Atlantic provinces,2011A00011,"Breeding and replacement livestock, investment",Dollars,81,units ,0,v42198161,2.1,1368,B,,,0
2002,Atlantic provinces,2011A00011,"Quota, investment",Dollars,81,units ,0,v42198162,2.11,5592,C,,,0
2002,Atlantic provinces,2011A00011,"Farm machinery and equipment, investment",Dollars,81,units ,0,v42198163,2.12,24052,A,,,0
2002,Atlantic provinces,2011A00011,"Other farm assets, investment",Dollars,81,units ,0,v42198164,2.13,1165,D,,,0
2002,Atlantic provinces,2011A00011,Total capital sales,Dollars,81,units ,0,v42198165,2.14,14089,C,,,0
2002,Atlantic provinces,2011A00011,"Land and buildings, sales",Dollars,81,units ,0,v42198166,2.15,2195,D,,,0
2002,Atlantic provinces,2011A00011,"Farm machinery and equipment, traded in or sold",Dollars,81,units ,0,v65212031,2.22,5094,B,,,0
2002,Atlantic provinces,2011A00011,"Machinery and equipment traded in, sales",Dollars,81,units ,0,v42198167,2.16,4619,B,,t,0
2002,Atlantic provinces,2011A00011,"Machinery and equipment sold outright, sales",Dollars,81,units ,0,v42198168,2.17,475,C,,t,0
2002,Atlantic provinces,2011A00011,"Quota, sales",Dollars,81,units ,0,v42198169,2.18,4549,E,,,0
2002,Atlantic provinces,2011A00011,"Breeding and replacement livestock, sales",Dollars,81,units ,0,v42198170,2.19,1934,B,,,0
2002,Atlantic provinces,2011A00011,"Other farm assets, sales",Dollars,81,units ,0,v42198171,2.2,,F,,,0
2002,Atlantic provinces,2011A00011,Net capital investments,Dollars,81,units ,0,v42198172,2.21,37257,B,,,0
2002,Quebec,2011A000224,Number of farms,Number,223,units ,0,v42198173,3.1,24080,A,,,0
2002,Quebec,2011A000224,Total capital investments,Dollars,81,units ,0,v42198174,3.2,74601,B,,,0
2002,Quebec,2011A000224,"Land and buildings, investment",Dollars,81,units ,0,v42198175,3.3,14423,E,,,0
2002,Quebec,2011A000224,"Land improvements, investment",Dollars,81,units ,0,v42198176,3.4,3764,C,,,0
2002,Quebec,2011A000224,"House construction, investment",Dollars,81,units ,0,v42198177,3.5,1554,D,,,0
2002,Quebec,2011A000224,"Manure storage construction, investment",Dollars,81,units ,0,v42198178,3.6,4523,D,,,0
2002,Quebec,2011A000224,"Pesticide, chemical and fuel storage construction, investment",Dollars,81,units ,0,v42198179,3.7,37,E,,,0
2002,Quebec,2011A000224,"Other building construction, investment",Dollars,81,units ,0,v42198180,3.8,8412,C,,,0
2002,Quebec,2011A000224,"Environmental protection improvements, investment",Dollars,81,units ,0,v42198181,3.9,128,D,,,0
2002,Quebec,2011A000224,"Breeding and replacement livestock, investment",Dollars,81,units ,0,v42198182,3.1,2543,C,,,0
2002,Quebec,2011A000224,"Quota, investment",Dollars,81,units ,0,v42198183,3.11,15998,D,,,0
2002,Quebec,2011A000224,"Farm machinery and equipment, investment",Dollars,81,units ,0,v42198184,3.12,20225,B,,,0
2002,Quebec,2011A000224,"Other farm assets, investment",Dollars,81,units ,0,v42198185,3.13,,F,,,0
2002,Quebec,2011A000224,Total capital sales,Dollars,81,units ,0,v42198186,3.14,22283,D,,,0
2002,Quebec,2011A000224,"Land and buildings, sales",Dollars,81,units ,0,v42198187,3.15,2342,D,,,0
2002,Quebec,2011A000224,"Farm machinery and equipment, traded in or sold",Dollars,81,units ,0,v65212032,3.22,3159,C,,,0
2002,Quebec,2011A000224,"Machinery and equipment traded in, sales",Dollars,81,units ,0,v42198188,3.16,2133,D,,t,0
2002,Quebec,2011A000224,"Machinery and equipment sold outright, sales",Dollars,81,units ,0,v42198189,3.17,1025,D,,t,0
2002,Quebec,2011A000224,"Quota, sales",Dollars,81,units ,0,v42198190,3.18,,F,,,0
2002,Quebec,2011A000224,"Breeding and replacement livestock, sales",Dollars,81,units ,0,v42198191,3.19,3230,E,,,0
2002,Quebec,2011A000224,"Other farm assets, sales",Dollars,81,units ,0,v42198192,3.2,,F,,,0
2002,Quebec,2011A000224,Net capital investments,Dollars,81,units ,0,v42198193,3.21,52319,D,,,0
2002,Ontario,2011A000235,Number of farms,Number,223,units ,0,v42198194,4.1,38995,A,,,0
2002,Ontario,2011A000235,Total capital investments,Dollars,81,units ,0,v42198195,4.2,57235,A,,,0
2002,Ontario,2011A000235,"Land and buildings, investment",Dollars,81,units ,0,v42198196,4.3,8357,C,,,0
